Partner_ID,Partner_Name,Intern_ID,Intern_Name,Intern_Assigned_To,Service_Type,Fee_Charged,Payment_Status,Country,Start_Date,End_Date,Intern_Hours,Feedback_Rating
P005,Skyline Inc.,I2529,Vickie White,Skyline Inc.,Masterclass,297USD,Paid,Germany,2025-09-08,2025-11-16,642.0,1
P009,Skyline Inc.,I2530,Grant Kirk,Skyline Inc.,SEO,USD450,Failed,Nigeria,2025-08-26,2025-10-27,,bad
P009,Betta Ltd.,I2531,Leslie Sanchez,Betta Ltd.,Web Dev,1960USD,Failed,U.K.,2024-08-19,2025-10-10,263.0,4
P009,Skyline Inc.,I2532,Erica Rogers,Skyline Inc.,Masterclass,1900USD,Failed,Nig,2024-04-23,2025-03-21,31.0,poor
P004,CloudSoft,I2533,Clinton Patton MD,CloudSoft,Social Media,USD1547,Paid,U.K.,2023-11-28,2023-12-07,989.0,poor
P008,Green Energy,I2534,Laurie Hunt,Green Energy,Analytics,1705USD,Pending,U.K.,2023-09-20,2024-02-10,,2
P005,Green Energy,I2535,Erin Hamilton,Green Energy,Masterclass,1596,Pendig,Germany,2025-08-31,2025-09-28,,5
P009,InfinitX,I2536,,InfinitX,Branding,$200,Pendig,UK,2025-07-03,2025-09-28,,excellent
P006,Skyline Inc.,I2537,John Cook,Skyline Inc.,Masterclass,USD1497,Fail,Nigeria,2025-02-11,2025-09-14,812.0,poor
P005,Nova Systems,I2538,Jeremiah Perez,Nova Systems,SEO,425USD,Paid,Nigeria,2024-07-28,2025-06-04,416.0,Good
P004,Betta Ltd.,I2539,Jacob Sherman,Betta Ltd.,Analytics,1933,Pending,U.K.,2024-10-18,2025-08-15,459.0,Good
P004,Alpha Tech,I2540,David Rodriguez,Alpha Tech,Growth Strategy,1102USD,Pending,Germany,2025-02-28,2025-10-15,1020.0,poor
P007,InfinitX,I2541,Amy Edwards,InfinitX,Branding,USD284,Paid,Nig,2024-04-09,2025-09-16,,bad
P010,Green Energy,I2542,Matthew Barrett,Green Energy,Analytics,$1287,Failed,Canda,2023-12-02,2025-07-14,1106.0,Good
P005,EcoTrans,I2543,Pedro Davies,EcoTrans,Masterclass,1071,Pendig,United States,2024-08-27,2025-02-28,,bad
P008,Nova Systems,I2544,Michael Mason,Nova Systems,Growth Strategy,346,Failed,Nigeria,2024-05-11,2024-05-17,,3
P010,EcoTrans,I2545,Stephen Hughes,EcoTrans,Cloud Migration,$703,Pending,Naija,2024-08-03,2025-05-01,,poor
P010,CloudSoft,I2546,Brandi Stone,CloudSoft,Web Dev,1922USD,Pending,Canda,2025-01-10,2025-01-29,1061.0,bad
P005,Green Energy,I2547,Tiffany Gonzalez,Green Energy,Analytics,$871,Pending,Naija,2025-05-06,2025-07-08,309.0,2
P008,CloudSoft,I2548,Phyllis Floyd,CloudSoft,Cloud Migration,$1227,Failed,UK,2024-08-05,2024-12-15,324.0,4
P003,Betta Ltd.,I2549,David York,Betta Ltd.,Web Dev,1015USD,Pendig,Canada,2024-06-28,2024-12-04,162.0,Good
P010,Green Energy,I2550,Samantha Smith,Green Energy,Cloud Migration,1602,Paid,Canada,2023-12-28,2025-06-04,322.0,2
P009,Green Energy,I2551,Joseph Stewart,Green Energy,SEO,522USD,Failed,Nigeria,2023-11-12,2025-09-18,,2
P008,Nova Systems,I2552,Derek Schultz,Nova Systems,Growth Strategy,$811,Fail,Germany,2025-04-22,2025-12-12,,4
P002,Alpha Tech,I2553,Edward Cuevas,Alpha Tech,Growth Strategy,$638,Pending,Nig,2025-07-21,2025-07-26,1005.0,bad
P010,Alpha Tech,I2554,Robert Dawson,Alpha Tech,Cloud Migration,USD1455,Failed,Nig,2024-04-12,2024-08-27,,2
P008,DataCore,I2555,Cynthia Buck,DataCore,Analytics,109USD,Pendig,U.K.,2024-03-18,2024-03-18,,bad
P003,EcoTrans,I2556,Destiny Steele,EcoTrans,Masterclass,1177USD,Pendig,UK,2024-06-11,2025-01-07,1191.0,Good
P001,EcoTrans,I2557,Elizabeth Todd,EcoTrans,Branding,$727,Pending,United States,2024-06-08,2025-10-25,1190.0,1
P008,CloudSoft,I2558,Dawn Santos,CloudSoft,Social Media,USD569,Failed,Germany,2024-12-08,2025-10-26,368.0,Good
P009,EcoTrans,I2559,Danielle Thompson,EcoTrans,Analytics,USD960,Pendig,Canada,2025-06-13,2025-12-01,638.0,poor
P006,InfinitX,I2560,Tammy Howard,InfinitX,Web Dev,USD1284,Pending,Germany,2025-07-02,2025-08-23,112.0,Good
P008,DataCore,I2561,Laura Mcgrath,DataCore,Branding,155,Paid,Canada,2024-04-25,2024-07-12,1014.0,4
P003,InfinitX,I2562,Jeremy Wolf,InfinitX,SEO,USD315,Fail,United States,2024-08-17,2025-06-19,,bad
P003,Alpha Tech,I2563,Jason Flynn,Alpha Tech,Cloud Migration,1682,Pending,U.K.,2024-02-29,2024-09-01,,5
P005,Nova Systems,I2564,Amy Mitchell,Nova Systems,Branding,$324,Fail,Canada,2025-03-31,2025-09-14,,
P010,Nova Systems,I2565,Vanessa Mann,Nova Systems,SEO,691,Failed,Naija,2024-01-05,2025-03-14,,bad
P007,InfinitX,I2566,Jose Ellis,InfinitX,Masterclass,$1517,Paid,UK,2024-10-29,2024-12-26,,5
P006,InfinitX,I2567,Jennifer Romero,InfinitX,Masterclass,$739,Paid,Naija,2023-11-29,2024-06-18,1125.0,1
P001,Alpha Tech,I2568,Terry Jenkins,Alpha Tech,Growth Strategy,$1701,Paid,U.K.,2024-02-04,2025-10-21,310.0,bad
P002,Betta Ltd.,I2569,Angela Cruz,Betta Ltd.,Cloud Migration,$1622,Fail,Naija,2023-11-15,2025-05-11,790.0,5
P006,Green Energy,I2570,Anthony Mcclain,Green Energy,Social Media,1703USD,Pendig,Nig,2023-12-03,2025-02-09,857.0,1
P004,Skyline Inc.,I2571,Mary Flores,Skyline Inc.,Branding,820USD,Fail,Canada,2025-04-09,2025-10-28,1130.0,1
P010,EcoTrans,I2572,Kelly Padilla,EcoTrans,Web Dev,1313,Fail,UK,2024-06-06,2024-12-02,,5
P008,Skyline Inc.,I2573,Kerry Hamilton,Skyline Inc.,Branding,1238,Failed,U.K.,2025-01-25,2025-09-03,293.0,poor
P002,Nova Systems,I2574,Lisa Frank,Nova Systems,Branding,424,Failed,Naija,2024-09-21,2025-12-09,367.0,4
P002,Skyline Inc.,I2575,,Skyline Inc.,Analytics,1181USD,Pendig,Canda,2025-09-03,2025-10-23,763.0,bad
P004,Betta Ltd.,I2576,Nicole Anderson DVM,Betta Ltd.,Branding,338USD,Pending,Germany,2024-04-16,2025-05-07,311.0,bad
P006,TechBridge,I2577,Sheila Avery,TechBridge,Masterclass,$676,Pendig,United States,2025-07-28,2025-11-21,,4
P006,InfinitX,I2578,Michael House,InfinitX,Social Media,204USD,Pending,Nig,2024-11-15,2025-12-08,274.0,bad
P006,Betta Ltd.,I2579,Joshua Wells,Betta Ltd.,Social Media,1721,Failed,U.K.,2025-06-19,2025-07-22,468.0,Good
P008,Alpha Tech,I2580,Sarah Garrett,Alpha Tech,Analytics,$395,Pending,UK,2023-12-05,2024-10-31,415.0,Good
P009,Skyline Inc.,I2581,Katherine Sullivan,Skyline Inc.,Growth Strategy,USD415,Paid,Nig,2024-08-15,2025-01-12,139.0,excellent
P001,Green Energy,I2582,Rachel White,Green Energy,SEO,$1787,Failed,USA,2025-08-08,2025-10-13,471.0,Good
P005,CloudSoft,I2583,Michelle Ballard,CloudSoft,SEO,710,Pending,Canada,2024-12-28,2025-07-25,,5
P007,Green Energy,I2584,Kimberly Barker,Green Energy,Social Media,1875,Failed,Germany,2023-12-28,2024-12-08,,1
P010,Alpha Tech,I2585,Brianna Wright,Alpha Tech,Cloud Migration,1468USD,Fail,Naija,2023-11-09,2025-02-06,,4
P005,EcoTrans,I2586,Henry Bell,EcoTrans,Social Media,USD1101,Pendig,Germany,2023-11-08,2025-03-19,119.0,1
P010,Alpha Tech,I2587,Noah Cooper,Alpha Tech,Cloud Migration,1766USD,Failed,U.K.,2025-08-22,2025-10-27,647.0,5
P009,Alpha Tech,I2588,Rebecca Cole,Alpha Tech,Branding,$922,Pending,Canada,2024-10-10,2025-01-29,,
P006,Skyline Inc.,I2589,Shannon Roberts,Skyline Inc.,Masterclass,1753,Pending,Germany,2024-12-03,2025-06-03,,1
P010,TechBridge,I2590,Emily Torres,TechBridge,Cloud Migration,$174,Pending,USA,2024-08-09,2025-02-20,,3
P007,EcoTrans,I2591,Rachel Logan,EcoTrans,Social Media,236USD,Pendig,Germany,2024-09-06,2025-05-24,,4
P009,EcoTrans,I2592,Edward Gates,EcoTrans,Social Media,USD757,Paid,U.K.,2025-07-10,2025-08-05,137.0,Good
P007,Green Energy,I2593,Hector Sherman,Green Energy,Growth Strategy,814,Pending,U.K.,2024-04-19,2024-10-20,324.0,3
P009,DataCore,I2594,Kiara Nguyen,DataCore,Social Media,1493USD,Fail,UK,2024-09-10,2025-03-25,,poor
P008,DataCore,I2595,Pamela Tran,DataCore,SEO,636,Pending,Nigeria,2023-10-20,2024-02-08,,2
P002,Alpha Tech,I2596,Ann Steele,Alpha Tech,Branding,$663,Fail,Canda,2024-12-13,2025-03-25,388.0,Good
P005,EcoTrans,I2597,Tiffany Flores,EcoTrans,Growth Strategy,USD1393,Pending,Nigeria,2024-09-16,2025-06-15,162.0,Good
P007,Alpha Tech,I2598,Kimberly Moore,Alpha Tech,Web Dev,213,Paid,U.K.,2024-04-24,2025-01-17,1083.0,2
P006,TechBridge,I2599,Dustin Villanueva,TechBridge,Cloud Migration,$1950,Pending,U.K.,2023-12-04,2025-08-04,925.0,5
P001,Skyline Inc.,I2600,Robin Shaffer,Skyline Inc.,Growth Strategy,$1578,Paid,United States,2024-09-30,2025-09-15,646.0,poor
P003,Alpha Tech,I2601,Michael Gamble,Alpha Tech,Masterclass,USD1367,Pendig,Canada,2024-05-11,2024-06-29,,
P009,InfinitX,I2602,Christian Mosley,InfinitX,Masterclass,1611USD,Fail,Germany,2023-11-02,2025-08-11,752.0,Good
P006,TechBridge,I2603,Katie Davis,TechBridge,SEO,USD1421,Pending,Naija,2024-08-16,2025-04-25,,poor
P009,Nova Systems,I2604,Christopher Scott,Nova Systems,Analytics,$1551,Fail,Nigeria,2025-05-27,2025-11-25,117.0,excellent
P006,TechBridge,I2605,,TechBridge,Analytics,USD1025,Pendig,Nig,2024-05-23,2025-12-09,216.0,excellent
P009,EcoTrans,I2606,Cory Phillips,EcoTrans,Branding,$107,Failed,Nigeria,2025-04-20,2025-06-04,,Good
P008,CloudSoft,I2607,Aaron Wang,CloudSoft,Analytics,960USD,Pending,U.K.,2025-07-30,2025-11-04,949.0,2
P006,Betta Ltd.,I2608,Jeffery Vincent,Betta Ltd.,Branding,1623,Paid,UK,2025-01-23,2025-11-08,173.0,2
P002,Alpha Tech,I2609,Michael Mckay,Alpha Tech,Social Media,$1153,Paid,USA,2025-09-08,2025-10-27,,bad
P006,Alpha Tech,I2610,Jillian Hensley,Alpha Tech,Masterclass,$447,Pending,Naija,2025-06-28,2025-08-29,451.0,5
P007,Nova Systems,I2611,Jessica Cruz,Nova Systems,Branding,1997USD,Fail,Nigeria,2023-12-03,2025-09-25,803.0,2
P006,Alpha Tech,I2612,Matthew Shepherd,Alpha Tech,Web Dev,1542USD,Fail,UK,2024-11-10,2025-06-02,807.0,1
P003,EcoTrans,I2613,Dwayne Barber,EcoTrans,SEO,USD1617,Paid,Nigeria,2023-10-19,2025-11-14,,
P003,InfinitX,I2614,Kayla Guzman,InfinitX,Branding,$1941,Pendig,UK,2024-07-23,2025-10-12,807.0,excellent
P007,EcoTrans,I2615,John Jones,EcoTrans,Social Media,160,Paid,Germany,2024-12-05,2025-03-26,257.0,Good
P004,Nova Systems,I2616,Jeremy Parrish,Nova Systems,SEO,758USD,Fail,U.K.,2024-04-27,2024-10-02,450.0,1
P002,Green Energy,I2617,Holly Walker,Green Energy,Social Media,472,Pending,Germany,2024-05-09,2025-08-30,862.0,
P007,Skyline Inc.,I2618,Amy Fields,Skyline Inc.,Social Media,1994USD,Failed,Nig,2024-06-12,2024-12-12,487.0,bad
P001,EcoTrans,I2619,Joyce Summers,EcoTrans,Masterclass,1448USD,Pending,UK,2024-11-03,2025-01-15,,
P010,InfinitX,I2620,Kristina King,InfinitX,Cloud Migration,348USD,Paid,UK,2024-03-18,2025-03-13,,excellent
P007,DataCore,I2621,,DataCore,Growth Strategy,$1804,Pending,Germany,2024-02-12,2025-06-01,,2
P006,Green Energy,I2622,Nicholas Garcia,Green Energy,Masterclass,731USD,Fail,Canda,2025-05-11,2025-08-19,1035.0,excellent
P001,Green Energy,I2623,Mary Cannon,Green Energy,Analytics,$105,Failed,USA,2023-12-11,2024-11-03,1176.0,poor
P006,Green Energy,I2624,Philip Pineda,Green Energy,Web Dev,1325,Failed,U.K.,2025-07-20,2025-11-25,59.0,Good
P010,Nova Systems,I2625,Robert Johnston,Nova Systems,Web Dev,399USD,Fail,USA,2024-04-01,2024-05-08,,Good
P009,Nova Systems,I2626,Todd Wallace,Nova Systems,Web Dev,USD1601,Pending,U.K.,2024-03-10,2024-05-07,,2
P010,EcoTrans,I2627,Anthony Adams,EcoTrans,Cloud Migration,1202USD,Paid,Nig,2024-11-04,2025-10-06,,5
P010,EcoTrans,I2628,Michael Bennett,EcoTrans,Cloud Migration,1838USD,Fail,Canada,2024-10-04,2025-07-27,359.0,1
P010,Nova Systems,I2629,Leslie Frederick,Nova Systems,SEO,USD854,Failed,UK,2024-04-17,2024-09-12,,
P002,Skyline Inc.,I2630,Johnny Hensley,Skyline Inc.,Social Media,USD1203,Pendig,United States,2024-02-01,2025-01-29,,5
P001,Betta Ltd.,I2631,Richard Cohen,Betta Ltd.,Masterclass,406USD,Paid,Nig,2025-07-08,2025-09-18,,excellent
P002,EcoTrans,I2632,Juan Bates,EcoTrans,Social Media,168,Pendig,United States,2023-11-13,2024-04-16,,2
P004,InfinitX,I2633,Mr. Donald Howard,InfinitX,Branding,$950,Pending,UK,2023-12-03,2024-11-03,1008.0,3
P001,Skyline Inc.,I2634,Mary Mason,Skyline Inc.,Social Media,$101,Failed,Canda,2023-12-13,2024-12-15,328.0,
P002,EcoTrans,I2635,Amy Todd,EcoTrans,Analytics,1223,Fail,Germany,2024-12-17,2025-03-22,489.0,4
P003,EcoTrans,I2636,Sherri Johnston,EcoTrans,Masterclass,756,Pendig,Nigeria,2023-12-23,2024-07-15,979.0,
P009,TechBridge,I2637,Tracey Black,TechBridge,Web Dev,1770USD,Fail,USA,2025-03-22,2025-05-02,261.0,2
P005,Nova Systems,I2638,Matthew Parsons,Nova Systems,Growth Strategy,1080USD,Fail,Germany,2024-02-04,2025-05-23,133.0,excellent
P004,Nova Systems,I2639,Derrick Allen,Nova Systems,Analytics,USD1794,Paid,Naija,2024-08-27,2024-11-21,,poor
P008,DataCore,I2640,Jamie Watson,DataCore,Analytics,506USD,Paid,USA,2025-07-18,2025-08-08,398.0,3
P010,DataCore,I2641,Joshua Mccoy,DataCore,Cloud Migration,676,Fail,Nigeria,2024-04-09,2025-01-17,830.0,1
P006,DataCore,I2642,Darrell Short,DataCore,SEO,USD1609,Pending,USA,2024-11-15,2024-11-17,284.0,1
P002,DataCore,I2643,Denise Sanders,DataCore,Analytics,795,Fail,UK,2025-08-03,2025-08-12,886.0,2
P007,EcoTrans,I2644,Christopher Kim,EcoTrans,Branding,USD1683,Failed,Naija,2024-12-05,2025-09-23,,5
P002,Nova Systems,I2645,Sabrina Holloway,Nova Systems,Web Dev,1924,Failed,Canada,2024-01-26,2024-10-18,,1
P005,CloudSoft,I2646,Kyle Brewer,CloudSoft,SEO,$1954,Fail,U.K.,2024-05-19,2025-12-03,407.0,
P003,Betta Ltd.,I2647,Erin Diaz,Betta Ltd.,Web Dev,1059,Pending,USA,2025-07-15,2025-12-09,159.0,
P001,CloudSoft,I2648,Angela Powell DDS,CloudSoft,Growth Strategy,$562,Pending,Canada,2024-11-19,2025-08-07,143.0,1
P008,Nova Systems,I2649,David Pace,Nova Systems,Analytics,1908USD,Paid,Canda,2025-01-08,2025-07-16,395.0,excellent
P005,EcoTrans,I2650,Phillip Warner,EcoTrans,Growth Strategy,$1240,Fail,Nig,2024-03-06,2025-02-11,,poor
P008,Skyline Inc.,I2651,Timothy Fletcher,Skyline Inc.,Analytics,1002USD,Fail,U.K.,2025-05-08,2025-07-31,705.0,5
P006,EcoTrans,I2652,Jamie Jenkins,EcoTrans,Social Media,USD157,Failed,Naija,2024-01-03,2024-12-11,,bad
P002,Betta Ltd.,I2653,Alexis Wilson,Betta Ltd.,Masterclass,1856USD,Pendig,Germany,2025-04-15,2025-09-21,,bad
P005,Alpha Tech,I2654,Christine Patterson,Alpha Tech,Social Media,$644,Pendig,Canada,2025-04-22,2025-05-02,,1
P006,DataCore,I2655,Matthew Kelly,DataCore,Growth Strategy,USD469,Pendig,UK,2023-10-11,2024-12-28,438.0,
P006,Nova Systems,I2656,Victoria Perry,Nova Systems,SEO,USD703,Paid,U.K.,2023-11-02,2025-01-01,1000.0,
P001,InfinitX,I2657,John Ballard,InfinitX,Web Dev,279,Pending,USA,2024-06-11,2025-06-30,,5
P009,EcoTrans,I2658,,EcoTrans,Cloud Migration,1705USD,Fail,Germany,2025-01-23,2025-10-17,246.0,Good
P004,DataCore,I2659,Johnny Carter,DataCore,Growth Strategy,1431,Pendig,UK,2025-06-20,2025-11-08,,excellent
P002,EcoTrans,I2660,Carmen Bryant,EcoTrans,Cloud Migration,$793,Pending,Naija,2025-01-13,2025-02-18,,2
P006,Green Energy,I2661,Jacob Patel,Green Energy,SEO,1213,Pending,USA,2024-02-29,2025-07-09,13.0,excellent
P008,Alpha Tech,I2662,Dale Hartman,Alpha Tech,Social Media,721USD,Pending,Nigeria,2024-01-12,2024-10-20,426.0,bad
P010,Betta Ltd.,I2663,Katie Hopkins,Betta Ltd.,Web Dev,$1081,Pending,Nigeria,2024-01-01,2025-02-21,,5
P003,Green Energy,I2664,Dennis Fields MD,Green Energy,Branding,777,Paid,Canda,2025-01-22,2025-12-11,233.0,2
P006,InfinitX,I2665,Matthew Curry,InfinitX,Social Media,1974USD,Fail,Nig,2025-06-21,2025-07-26,1076.0,3
P009,Betta Ltd.,I2666,John Sanchez,Betta Ltd.,Web Dev,718,Failed,United States,2024-04-06,2025-07-23,26.0,3
P004,CloudSoft,I2667,Samuel Mcdowell,CloudSoft,Web Dev,715,Fail,USA,2025-03-21,2025-09-29,432.0,poor
P004,EcoTrans,I2668,Roy Rose,EcoTrans,Analytics,$811,Pending,Naija,2025-04-30,2025-10-07,210.0,bad
P006,CloudSoft,I2669,Michael Parrish,CloudSoft,SEO,USD779,Pending,UK,2024-02-24,2024-05-03,,Good
P009,Skyline Inc.,I2670,Amber Jennings,Skyline Inc.,Growth Strategy,USD782,Pendig,Naija,2025-09-08,2025-09-13,,Good
P003,Skyline Inc.,I2671,Angel Cooper,Skyline Inc.,Social Media,$122,Pending,United States,2025-03-06,2025-10-29,1058.0,
P006,TechBridge,I2672,Nicholas Schmidt,TechBridge,Analytics,$1752,Pending,Canada,2024-03-31,2024-11-14,268.0,poor
P007,InfinitX,I2673,Michael Barton,InfinitX,Cloud Migration,USD1140,Pendig,United States,2024-07-26,2024-12-29,387.0,bad
P009,TechBridge,I2674,Christopher Miller,TechBridge,Branding,$976,Pending,Nigeria,2024-02-23,2024-05-27,275.0,1
P010,TechBridge,I2675,Ashley King,TechBridge,SEO,1802,Paid,USA,2025-05-06,2025-10-18,118.0,Good
P006,EcoTrans,I2676,William Blake,EcoTrans,Branding,333USD,Fail,UK,2025-08-03,2025-10-08,489.0,2
P010,Alpha Tech,I2677,Dr. Michael Kirby,Alpha Tech,Analytics,USD1551,Pending,USA,2024-03-24,2025-11-04,945.0,excellent
P003,Betta Ltd.,I2678,Shane Richardson,Betta Ltd.,Growth Strategy,1080,Paid,Canda,2025-06-23,2025-11-04,700.0,4
P010,CloudSoft,I2679,Timothy Ball,CloudSoft,Social Media,726USD,Paid,UK,2023-11-15,2025-10-21,310.0,2
P007,InfinitX,I2680,Jared Smith,InfinitX,Masterclass,274,Fail,UK,2025-04-10,2025-11-06,,1
P006,CloudSoft,I2681,Christine Rodriguez,CloudSoft,SEO,1609,Pendig,Canada,2024-07-02,2025-06-06,,3
P004,Betta Ltd.,I2682,David Stuart,Betta Ltd.,Growth Strategy,$569,Paid,U.K.,2025-09-03,2025-10-04,779.0,4
P003,TechBridge,I2683,Kenneth Mcdonald,TechBridge,Web Dev,595,Paid,Nig,2025-04-04,2025-08-04,,4
P002,TechBridge,I2684,Rebecca White,TechBridge,Cloud Migration,462,Paid,Germany,2024-08-17,2024-11-23,628.0,excellent
P004,Skyline Inc.,I2685,Adrienne Banks,Skyline Inc.,Branding,USD774,Pending,U.K.,2024-03-21,2025-10-01,742.0,4
P007,Betta Ltd.,I2686,Jessica Ramos,Betta Ltd.,Cloud Migration,$1988,Pending,Canada,2024-07-19,2025-02-06,,excellent
P006,InfinitX,I2687,Derrick Bean,InfinitX,Masterclass,1151,Paid,Naija,2025-03-15,2025-05-08,19.0,4
P010,InfinitX,I2688,Jose Hall,InfinitX,Cloud Migration,156USD,Failed,Germany,2024-05-20,2025-01-04,35.0,excellent
P005,TechBridge,I2689,Brandon Maxwell,TechBridge,SEO,506,Failed,Nig,2025-05-05,2025-05-17,,2
P002,TechBridge,I2690,David Lee,TechBridge,SEO,USD618,Failed,UK,2025-03-12,2025-05-27,215.0,5
P007,InfinitX,I2691,Carmen Hester,InfinitX,Analytics,1125USD,Pending,Canda,2024-01-28,2025-02-11,,poor
P009,Nova Systems,I2692,Charlotte Hubbard,Nova Systems,Growth Strategy,$241,Pending,USA,2025-04-24,2025-09-21,,excellent
P001,Betta Ltd.,I2693,Brian Black,Betta Ltd.,Branding,$1046,Fail,Nigeria,2024-05-05,2024-09-17,926.0,
P007,DataCore,I2694,Jesse Powell,DataCore,SEO,611,Failed,U.K.,2024-07-30,2025-11-15,,2
P005,EcoTrans,I2695,Andrew Thomas,EcoTrans,Branding,USD774,Pending,Canada,2024-08-16,2025-10-09,913.0,2
P004,TechBridge,I2696,,TechBridge,Branding,1199,Pending,Nigeria,2024-08-13,2025-07-28,173.0,4
P006,InfinitX,I2697,Natalie Weber,InfinitX,Analytics,$1075,Paid,Germany,2024-11-15,2025-01-11,46.0,4
P003,InfinitX,I2698,Sarah Schmidt,InfinitX,Masterclass,805USD,Paid,UK,2024-03-20,2024-09-27,172.0,3
P008,Skyline Inc.,I2699,Ray Delacruz,Skyline Inc.,SEO,USD1308,Paid,United States,2024-11-19,2025-05-23,145.0,5
P004,Betta Ltd.,I2700,Peter Bailey,Betta Ltd.,Growth Strategy,339USD,Failed,Canda,2025-05-23,2025-09-28,,excellent
P005,Green Energy,I2701,Joshua Dickson,Green Energy,SEO,$296,Pending,Nig,2024-01-30,2024-04-15,,5
P005,TechBridge,I2702,Phillip Phelps,TechBridge,Web Dev,USD1473,Fail,Germany,2023-10-25,2023-12-01,,
P010,Nova Systems,I2703,Andrea Smith,Nova Systems,Web Dev,1551USD,Fail,UK,2023-10-22,2024-12-02,,poor
P010,TechBridge,I2704,Melody Lang,TechBridge,Branding,729,Pending,Canda,2024-09-27,2025-04-18,429.0,1
P003,InfinitX,I2705,Charles Mcclain,InfinitX,Growth Strategy,769,Pending,U.K.,2024-07-07,2025-02-03,812.0,Good
P009,Nova Systems,I2706,Christopher Ross,Nova Systems,Branding,USD802,Pendig,Naija,2025-09-01,2025-10-05,493.0,Good
P006,CloudSoft,I2707,Vickie Robinson,CloudSoft,Cloud Migration,779,Paid,U.K.,2025-07-23,2025-07-27,808.0,poor
P010,InfinitX,I2708,Ryan Morris,InfinitX,Web Dev,USD1814,Pendig,Naija,2024-02-07,2025-11-21,,3
P004,EcoTrans,I2709,Cheryl Adams,EcoTrans,Web Dev,243,Failed,Canada,2024-02-23,2024-06-05,650.0,bad
P004,Green Energy,I2710,Tonya Martinez,Green Energy,SEO,846USD,Fail,U.K.,2025-01-31,2025-05-29,,2
P007,Alpha Tech,I2711,,Alpha Tech,Analytics,$1444,Pendig,UK,2024-09-14,2025-11-05,88.0,3
P004,Nova Systems,I2712,Leslie Vaughn,Nova Systems,Growth Strategy,936USD,Pending,USA,2025-02-25,2025-08-15,,poor
P001,Skyline Inc.,I2713,Becky Simmons,Skyline Inc.,Masterclass,$203,Paid,United States,2025-08-30,2025-09-01,805.0,bad
P004,EcoTrans,I2714,Kim Johnson,EcoTrans,Masterclass,USD231,Fail,Canda,2025-01-08,2025-10-22,200.0,1
P003,Betta Ltd.,I2715,Barbara Smith,Betta Ltd.,SEO,1153USD,Paid,United States,2025-02-13,2025-11-09,392.0,poor
P005,Nova Systems,I2716,Tiffany Lewis,Nova Systems,SEO,783,Fail,Germany,2025-08-26,2025-09-15,408.0,2
P006,InfinitX,I2717,Ryan Ortega,InfinitX,Masterclass,USD386,Failed,Germany,2024-03-28,2024-09-06,,poor
P002,DataCore,I2718,Christopher Johnson,DataCore,Web Dev,490USD,Pending,Canda,2025-04-16,2025-11-09,360.0,Good
P006,EcoTrans,I2719,Kristen Clark MD,EcoTrans,Social Media,$1888,Failed,U.K.,2023-10-26,2024-03-21,,1
P001,Nova Systems,I2720,Mercedes Mcintosh,Nova Systems,Cloud Migration,USD690,Paid,Canda,2024-03-06,2024-12-29,279.0,Good
P004,CloudSoft,I2721,Adam Haley,CloudSoft,Web Dev,USD972,Fail,U.K.,2025-05-24,2025-06-19,136.0,5
P005,Skyline Inc.,I2722,Suzanne Alvarado,Skyline Inc.,Analytics,1891,Failed,UK,2025-02-02,2025-11-19,898.0,Good
P010,InfinitX,I2723,Gregory Salinas,InfinitX,Social Media,$1469,Pending,USA,2024-12-08,2025-06-01,,3
P003,Skyline Inc.,I2724,Ray Cole,Skyline Inc.,Growth Strategy,1428,Failed,U.K.,2024-02-26,2024-06-09,811.0,5
P005,Betta Ltd.,I2725,Taylor Huynh,Betta Ltd.,Analytics,345,Paid,Germany,2024-08-20,2024-12-26,423.0,Good
P008,Alpha Tech,I2726,Jocelyn Munoz,Alpha Tech,Social Media,USD1766,Paid,Nig,2024-02-23,2024-12-17,1118.0,bad
P009,Skyline Inc.,I2727,Kathryn Ryan,Skyline Inc.,Analytics,1299USD,Pending,Canada,2025-02-27,2025-05-27,673.0,3
P004,InfinitX,I2728,Gary Kramer,InfinitX,Analytics,USD424,Paid,Naija,2025-07-16,2025-08-30,109.0,bad
P004,Nova Systems,I2729,Eric Jenkins,Nova Systems,Analytics,USD254,Fail,Nig,2024-07-23,2025-05-13,1077.0,
P001,InfinitX,I2730,Melissa Mora,InfinitX,Branding,1304,Paid,Germany,2025-08-12,2025-09-08,86.0,1
P009,Alpha Tech,I2731,Kathleen Smith,Alpha Tech,Cloud Migration,364USD,Failed,Germany,2024-07-28,2024-11-19,,
P005,Betta Ltd.,I2732,Stephanie Bradford,Betta Ltd.,Branding,$321,Paid,Nig,2024-07-24,2024-10-10,909.0,1
P004,Skyline Inc.,I2733,Isaac Blake,Skyline Inc.,Web Dev,1048USD,Pending,UK,2025-09-12,2025-12-05,349.0,bad
P002,CloudSoft,I2734,Michael Roberts,CloudSoft,Branding,$465,Pendig,Nigeria,2024-02-13,2024-03-05,,3
P007,Alpha Tech,I2735,James Vasquez,Alpha Tech,Social Media,USD1082,Failed,Nig,2024-11-29,2025-07-27,,poor
P001,InfinitX,I2736,Timothy Evans,InfinitX,Branding,1351USD,Pending,Nig,2024-03-14,2024-05-01,220.0,3
P008,InfinitX,I2737,Daniel Avila,InfinitX,Cloud Migration,USD1964,Paid,Naija,2024-11-29,2025-01-06,405.0,poor
