Partner_ID,Partner_Name,Intern_ID,Intern_Name,Intern_Assigned_To,Service_Type,Fee_Charged,Payment_Status,Country,Start_Date,End_Date,Intern_Hours,Feedback_Rating
P004,Betta Ltd.,I2700,Peter Bailey,Betta Ltd.,Growth Strategy,339,Failed,Canada,2025-05-23,2025-09-28,482.5,5.0
P005,Green Energy,I2701,Joshua Dickson,Green Energy,SEO,296,Pending,Nigeria,2024-01-30,2024-04-15,482.5,5.0
P005,TechBridge,I2702,Phillip Phelps,TechBridge,Web Dev,1473,Failed,Germany,2023-10-25,2023-12-01,482.5,3.0
P010,Nova Systems,I2703,Andrea Smith,Nova Systems,Web Dev,1551,Failed,United Kingdom,2023-10-22,2024-12-02,482.5,1.0
P010,TechBridge,I2704,Melody Lang,TechBridge,Branding,729,Pending,Canada,2024-09-27,2025-04-18,429.0,1.0
P003,InfinitX,I2705,Charles Mcclain,InfinitX,Growth Strategy,769,Pending,United Kingdom,2024-07-07,2025-02-03,812.0,3.0
P009,Nova Systems,I2706,Christopher Ross,Nova Systems,Branding,802,Pending,Nigeria,2025-09-01,2025-10-05,493.0,3.0
P006,CloudSoft,I2707,Vickie Robinson,CloudSoft,Cloud Migration,779,Paid,United Kingdom,2025-07-23,2025-07-27,808.0,1.0
P010,InfinitX,I2708,Ryan Morris,InfinitX,Web Dev,1814,Pending,Nigeria,2024-02-07,2025-11-21,482.5,3.0
P004,EcoTrans,I2709,Cheryl Adams,EcoTrans,Web Dev,243,Failed,Canada,2024-02-23,2024-06-05,650.0,2.0
P004,Green Energy,I2710,Tonya Martinez,Green Energy,SEO,846,Failed,United Kingdom,2025-01-31,2025-05-29,482.5,2.0
P007,Alpha Tech,I2711,Unknown,Alpha Tech,Analytics,1444,Pending,United Kingdom,2024-09-14,2025-11-05,88.0,3.0
P004,Nova Systems,I2712,Leslie Vaughn,Nova Systems,Growth Strategy,936,Pending,United States,2025-02-25,2025-08-15,482.5,1.0
P001,Skyline Inc.,I2713,Becky Simmons,Skyline Inc.,Masterclass,203,Paid,United States,2025-08-30,2025-09-01,805.0,2.0
P004,EcoTrans,I2714,Kim Johnson,EcoTrans,Masterclass,231,Failed,Canada,2025-01-08,2025-10-22,200.0,1.0
P003,Betta Ltd.,I2715,Barbara Smith,Betta Ltd.,SEO,1153,Paid,United States,2025-02-13,2025-11-09,392.0,1.0
P005,Nova Systems,I2716,Tiffany Lewis,Nova Systems,SEO,783,Failed,Germany,2025-08-26,2025-09-15,408.0,2.0
P006,InfinitX,I2717,Ryan Ortega,InfinitX,Masterclass,386,Failed,Germany,2024-03-28,2024-09-06,482.5,1.0
P002,DataCore,I2718,Christopher Johnson,DataCore,Web Dev,490,Pending,Canada,2025-04-16,2025-11-09,360.0,3.0
P006,EcoTrans,I2719,Kristen Clark MD,EcoTrans,Social Media,1888,Failed,United Kingdom,2023-10-26,2024-03-21,482.5,1.0
P001,Nova Systems,I2720,Mercedes Mcintosh,Nova Systems,Cloud Migration,690,Paid,Canada,2024-03-06,2024-12-29,279.0,3.0
P004,CloudSoft,I2721,Adam Haley,CloudSoft,Web Dev,972,Failed,United Kingdom,2025-05-24,2025-06-19,136.0,5.0
P005,Skyline Inc.,I2722,Suzanne Alvarado,Skyline Inc.,Analytics,1891,Failed,United Kingdom,2025-02-02,2025-11-19,898.0,3.0
P010,InfinitX,I2723,Gregory Salinas,InfinitX,Social Media,1469,Pending,United States,2024-12-08,2025-06-01,482.5,3.0
P003,Skyline Inc.,I2724,Ray Cole,Skyline Inc.,Growth Strategy,1428,Failed,United Kingdom,2024-02-26,2024-06-09,811.0,5.0
P005,Betta Ltd.,I2725,Taylor Huynh,Betta Ltd.,Analytics,345,Paid,Germany,2024-08-20,2024-12-26,423.0,3.0
P008,Alpha Tech,I2726,Jocelyn Munoz,Alpha Tech,Social Media,1766,Paid,Nigeria,2024-02-23,2024-12-17,1118.0,2.0
P009,Skyline Inc.,I2727,Kathryn Ryan,Skyline Inc.,Analytics,1299,Pending,Canada,2025-02-27,2025-05-27,673.0,3.0
P004,InfinitX,I2728,Gary Kramer,InfinitX,Analytics,424,Paid,Nigeria,2025-07-16,2025-08-30,109.0,2.0
P004,Nova Systems,I2729,Eric Jenkins,Nova Systems,Analytics,254,Failed,Nigeria,2024-07-23,2025-05-13,1077.0,3.0
P001,InfinitX,I2730,Melissa Mora,InfinitX,Branding,1304,Paid,Germany,2025-08-12,2025-09-08,86.0,1.0
P009,Alpha Tech,I2731,Kathleen Smith,Alpha Tech,Cloud Migration,364,Failed,Germany,2024-07-28,2024-11-19,482.5,3.0
P005,Betta Ltd.,I2732,Stephanie Bradford,Betta Ltd.,Branding,321,Paid,Nigeria,2024-07-24,2024-10-10,909.0,1.0
P004,Skyline Inc.,I2733,Isaac Blake,Skyline Inc.,Web Dev,1048,Pending,United Kingdom,2025-09-12,2025-12-05,349.0,2.0
P002,CloudSoft,I2734,Michael Roberts,CloudSoft,Branding,465,Pending,Nigeria,2024-02-13,2024-03-05,482.5,3.0
P007,Alpha Tech,I2735,James Vasquez,Alpha Tech,Social Media,1082,Failed,Nigeria,2024-11-29,2025-07-27,482.5,1.0
P001,InfinitX,I2736,Timothy Evans,InfinitX,Branding,1351,Pending,Nigeria,2024-03-14,2024-05-01,220.0,3.0
P008,InfinitX,I2737,Daniel Avila,InfinitX,Cloud Migration,1964,Paid,Nigeria,2024-11-29,2025-01-06,405.0,1.0
P001,InfinitX,I2738,Jessica Benson,InfinitX,Growth Strategy,1829,Failed,Nigeria,2023-09-30,2025-04-04,70.0,5.0
P005,CloudSoft,I2739,Diana Smith,CloudSoft,Web Dev,719,Failed,United States,2024-05-21,2024-06-24,723.0,4.0
P005,EcoTrans,I2740,Victor Nelson,EcoTrans,Social Media,1680,Failed,Nigeria,2024-06-18,2024-08-27,636.0,2.0
P001,Alpha Tech,I2741,Melanie Reyes,Alpha Tech,Masterclass,171,Paid,United States,2025-02-05,2025-07-20,101.0,3.0
P007,DataCore,I2742,Bonnie Brown,DataCore,Growth Strategy,268,Paid,Canada,2023-12-05,2024-04-08,482.5,1.0
P008,EcoTrans,I2743,Amanda Ewing,EcoTrans,Branding,1762,Pending,Canada,2024-11-16,2024-12-01,740.0,4.0
P009,DataCore,I2744,Tony Chambers,DataCore,SEO,370,Failed,Germany,2024-05-11,2025-04-06,1144.0,5.0
P009,CloudSoft,I2745,Grace Lee,CloudSoft,Masterclass,1715,Failed,Canada,2025-07-26,2025-11-05,911.0,1.0
P003,Skyline Inc.,I2746,Tara Gentry,Skyline Inc.,Branding,1308,Paid,Canada,2023-11-17,2025-04-05,482.5,5.0
P003,Green Energy,I2747,Theodore Conway,Green Energy,Growth Strategy,1366,Pending,Canada,2024-01-22,2024-06-07,216.0,1.0
P007,DataCore,I2748,Scott Poole,DataCore,SEO,1563,Pending,United Kingdom,2023-10-29,2024-04-07,839.0,3.0
P009,DataCore,I2749,Eddie Wood,DataCore,Masterclass,1720,Failed,Germany,2024-04-21,2025-01-11,1196.0,2.0
P006,EcoTrans,I2750,Carol Green,EcoTrans,Cloud Migration,283,Pending,Nigeria,2023-10-21,2024-05-21,203.0,1.0
P005,DataCore,I2751,Alexandria Peters,DataCore,Social Media,198,Paid,United States,2023-09-30,2024-02-16,1039.0,1.0
P003,DataCore,I2752,Ronald Brock,DataCore,SEO,1306,Pending,United Kingdom,2025-08-22,2025-09-07,292.0,2.0
P006,DataCore,I2753,John Martinez,DataCore,Growth Strategy,1624,Pending,United Kingdom,2025-02-07,2025-09-23,322.0,1.0
P009,DataCore,I2754,Tiffany Williams,DataCore,Masterclass,1796,Pending,United Kingdom,2025-02-17,2025-08-17,321.0,1.0
P003,Skyline Inc.,I2755,Timothy Smith,Skyline Inc.,Branding,406,Pending,Nigeria,2024-07-21,2024-10-27,363.0,1.0
P010,Betta Ltd.,I2756,Thomas Carpenter,Betta Ltd.,Masterclass,407,Pending,Nigeria,2023-09-22,2025-10-31,482.5,2.0
P005,CloudSoft,I2757,Leonard Williams,CloudSoft,Web Dev,724,Pending,United States,2025-08-19,2025-09-04,1013.0,1.0
P010,Betta Ltd.,I2758,Shaun Moyer,Betta Ltd.,Branding,1551,Pending,United Kingdom,2025-06-12,2025-07-30,42.0,3.0
P009,Skyline Inc.,I2759,Michele Evans,Skyline Inc.,Cloud Migration,1600,Pending,Canada,2025-01-16,2025-02-23,445.0,5.0
P003,Betta Ltd.,I2760,Jo Pearson,Betta Ltd.,Masterclass,438,Failed,Canada,2024-05-06,2025-07-05,685.0,3.0
P005,DataCore,I2761,Tonya Bass,DataCore,Growth Strategy,752,Failed,Canada,2024-06-28,2024-07-31,1035.0,3.0
P010,InfinitX,I2762,Unknown,InfinitX,Cloud Migration,673,Failed,Germany,2023-12-15,2025-09-02,482.5,5.0
P009,Betta Ltd.,I2763,David Ferguson,Betta Ltd.,Social Media,377,Pending,Nigeria,2024-09-13,2025-07-24,482.5,1.0
P006,Skyline Inc.,I2764,Shawn Patton,Skyline Inc.,Masterclass,419,Failed,United Kingdom,2025-05-21,2025-08-14,482.5,5.0
P005,TechBridge,I2765,Laura Wilson,TechBridge,Branding,1170,Pending,United Kingdom,2024-11-27,2025-05-27,199.0,5.0
P010,Betta Ltd.,I2766,Oscar Parks,Betta Ltd.,SEO,1877,Pending,Nigeria,2025-08-22,2025-10-10,888.0,5.0
P009,CloudSoft,I2767,Linda Nguyen,CloudSoft,Web Dev,1326,Pending,United States,2023-11-17,2024-02-01,809.0,2.0
P001,TechBridge,I2768,Beth Lopez,TechBridge,Growth Strategy,907,Pending,United Kingdom,2024-11-25,2025-05-17,482.5,3.0
P007,Betta Ltd.,I2769,Linda Arnold,Betta Ltd.,Analytics,774,Failed,United States,2024-08-05,2025-07-13,449.0,1.0
P004,CloudSoft,I2770,Susan Martinez,CloudSoft,Analytics,898,Failed,Canada,2024-01-10,2024-07-16,966.0,2.0
P002,Nova Systems,I2771,Timothy Schneider,Nova Systems,SEO,580,Failed,Germany,2025-02-02,2025-11-25,157.0,2.0
P005,Betta Ltd.,I2772,Monica Johnson,Betta Ltd.,Analytics,551,Pending,Nigeria,2025-07-12,2025-11-08,482.5,5.0
P003,InfinitX,I2773,Katie Hoover,InfinitX,Growth Strategy,1154,Failed,United States,2025-02-12,2025-03-22,482.5,3.0
P007,Nova Systems,I2774,Mark Jackson,Nova Systems,Social Media,1855,Failed,United Kingdom,2023-12-13,2024-07-05,899.0,5.0
P001,EcoTrans,I2775,Jane Davis,EcoTrans,Growth Strategy,963,Failed,Germany,2024-12-01,2025-05-07,990.0,4.0
P009,InfinitX,I2776,Colleen Reyes,InfinitX,Analytics,1044,Failed,Nigeria,2024-06-14,2024-07-24,194.0,1.0
P001,TechBridge,I2777,Stephanie Roberts,TechBridge,Growth Strategy,1540,Pending,United States,2024-01-05,2025-05-20,482.5,1.0
P009,DataCore,I2778,Jenny Hampton,DataCore,Web Dev,1719,Pending,United States,2025-04-29,2025-06-28,608.0,1.0
P003,EcoTrans,I2779,Cynthia Burton,EcoTrans,Social Media,1291,Failed,Nigeria,2024-10-14,2025-11-24,482.5,2.0
P003,Alpha Tech,I2780,Shirley Simmons,Alpha Tech,Growth Strategy,935,Failed,Germany,2025-07-25,2025-10-31,650.0,4.0
P010,Green Energy,I2781,Kimberly Perez,Green Energy,Masterclass,254,Failed,Germany,2025-03-27,2025-10-06,446.0,3.0
P001,Alpha Tech,I2782,Mackenzie James,Alpha Tech,Cloud Migration,726,Pending,United States,2025-01-23,2025-04-12,146.0,2.0
P008,CloudSoft,I2783,Kristopher Anderson,CloudSoft,Analytics,1399,Failed,Nigeria,2024-11-18,2025-04-08,419.0,5.0
P007,Green Energy,I2784,Joseph Willis,Green Energy,Growth Strategy,1774,Failed,Canada,2025-03-29,2025-12-14,140.0,3.0
P010,CloudSoft,I2785,Barry Carey MD,CloudSoft,Branding,1515,Failed,Nigeria,2024-10-11,2025-10-08,20.0,2.0
P004,TechBridge,I2786,Melanie Parker,TechBridge,Web Dev,1408,Failed,United States,2025-02-10,2025-07-03,826.0,3.0
P009,Green Energy,I2787,Unknown,Green Energy,Branding,1879,Pending,United Kingdom,2024-08-06,2025-10-14,904.0,5.0
P001,DataCore,I2788,Robert Fowler,DataCore,Social Media,1883,Failed,Germany,2025-04-18,2025-05-19,482.5,1.0
P003,InfinitX,I2789,Steven Smith,InfinitX,Cloud Migration,730,Pending,United Kingdom,2023-11-28,2024-08-30,482.5,2.0
P005,TechBridge,I2790,Corey Bird,TechBridge,Social Media,1778,Failed,Canada,2025-08-17,2025-08-19,807.0,2.0
P003,Nova Systems,I2791,Samantha Mcgee,Nova Systems,Growth Strategy,1598,Failed,United States,2024-09-04,2025-09-29,482.5,3.0
P007,Nova Systems,I2792,Terry Price,Nova Systems,Growth Strategy,1306,Paid,United States,2023-10-28,2024-12-20,989.0,5.0
P004,TechBridge,I2793,Phillip Peterson,TechBridge,Growth Strategy,1075,Pending,Nigeria,2025-04-20,2025-10-20,743.0,2.0
P006,EcoTrans,I2794,Paul Powell,EcoTrans,Analytics,234,Pending,Canada,2024-03-18,2024-09-10,482.5,3.0
P008,Alpha Tech,I2795,Connor Wilson,Alpha Tech,Masterclass,1344,Pending,Nigeria,2025-05-01,2025-09-08,482.5,4.0
P010,Nova Systems,I2796,Juan Farmer,Nova Systems,SEO,592,Failed,United States,2025-04-26,2025-10-11,119.0,2.0
P006,Skyline Inc.,I2797,Gina Hall,Skyline Inc.,Growth Strategy,295,Paid,Nigeria,2023-09-23,2023-11-20,692.0,1.0
P010,InfinitX,I2798,Mary Green,InfinitX,Social Media,1375,Pending,Nigeria,2023-10-12,2024-11-08,268.0,3.0
P008,Alpha Tech,I2799,Alexander Payne,Alpha Tech,SEO,1851,Failed,Germany,2024-05-03,2025-01-20,1001.0,1.0
P007,Nova Systems,I2800,Rose Rivera,Nova Systems,Growth Strategy,132,Failed,United Kingdom,2024-11-02,2025-10-06,934.0,3.0
P003,Green Energy,I2801,Miguel Howell,Green Energy,Branding,947,Paid,United States,2024-09-19,2025-05-24,821.0,2.0
P010,InfinitX,I2802,Kyle Mccoy,InfinitX,Masterclass,1124,Pending,United States,2025-09-13,2025-11-16,232.0,3.0
P005,Betta Ltd.,I2803,Andre Whitaker,Betta Ltd.,Masterclass,1541,Pending,United States,2024-01-28,2025-07-28,331.0,2.0
P006,Green Energy,I2804,Francis Snyder,Green Energy,Branding,149,Pending,Nigeria,2023-11-08,2025-05-31,240.0,3.0
P007,Nova Systems,I2805,Kaitlyn Nelson,Nova Systems,Growth Strategy,1271,Failed,Nigeria,2025-04-17,2025-08-05,482.5,1.0
P004,EcoTrans,I2806,Thomas West,EcoTrans,Analytics,1653,Pending,United Kingdom,2025-08-27,2025-11-28,926.0,3.0
P006,InfinitX,I2807,Christina Williams,InfinitX,Branding,912,Pending,Canada,2024-11-29,2025-01-06,482.5,4.0
P010,Green Energy,I2808,Mark Terry,Green Energy,SEO,1078,Failed,Germany,2024-02-20,2024-08-05,876.0,5.0
P009,CloudSoft,I2809,Richard Cox,CloudSoft,Analytics,1055,Pending,United Kingdom,2025-03-21,2025-10-07,134.0,3.0
P008,TechBridge,I2810,Joseph Lutz,TechBridge,Analytics,385,Paid,Canada,2025-05-21,2025-12-06,1195.0,3.0
P005,Green Energy,I2811,Charles Garza,Green Energy,Masterclass,612,Paid,United States,2023-12-06,2025-03-20,482.5,1.0
P006,TechBridge,I2812,Sarah Wheeler,TechBridge,Analytics,1317,Paid,United Kingdom,2025-05-28,2025-08-12,425.0,4.0
P010,TechBridge,I2813,James Page Jr.,TechBridge,Branding,1199,Failed,Nigeria,2024-01-18,2024-02-11,482.5,3.0
P008,DataCore,I2814,Alex Martin,DataCore,SEO,158,Failed,Nigeria,2024-08-22,2024-10-22,728.0,3.0
P002,DataCore,I2815,Michael Perry,DataCore,Masterclass,695,Pending,Germany,2025-08-17,2025-11-30,362.0,3.0
P003,Betta Ltd.,I2816,Nicole Hayes,Betta Ltd.,SEO,1818,Failed,United Kingdom,2024-11-05,2025-07-17,916.0,1.0
P007,InfinitX,I2817,Angel Robbins,InfinitX,Growth Strategy,1666,Pending,Germany,2024-08-14,2025-10-28,482.5,3.0
P001,Betta Ltd.,I2818,Nicole Lewis,Betta Ltd.,Web Dev,210,Pending,Nigeria,2025-05-01,2025-12-01,249.0,1.0
P006,CloudSoft,I2819,Unknown,CloudSoft,Cloud Migration,258,Paid,United States,2024-04-21,2025-03-03,482.5,3.0
P005,Skyline Inc.,I2820,Michael Stephens,Skyline Inc.,Branding,1664,Paid,Germany,2025-08-06,2025-12-07,155.0,5.0
P004,TechBridge,I2821,Vernon Clark,TechBridge,Growth Strategy,964,Failed,Canada,2025-08-29,2025-12-15,693.0,3.0
P008,CloudSoft,I2822,Lauren Hall,CloudSoft,Masterclass,1902,Pending,United Kingdom,2024-07-28,2025-04-14,482.5,5.0
P010,InfinitX,I2823,Susan Armstrong,InfinitX,Masterclass,1651,Pending,Nigeria,2024-04-21,2025-12-07,1063.0,2.0
P007,Green Energy,I2824,Samantha Buchanan,Green Energy,Masterclass,1223,Failed,United Kingdom,2023-10-23,2024-03-16,748.0,2.0
P001,Betta Ltd.,I2825,James Vega,Betta Ltd.,Analytics,1243,Failed,Nigeria,2023-11-01,2025-09-19,341.0,2.0
P005,InfinitX,I2826,John Bright,InfinitX,Web Dev,1557,Paid,United Kingdom,2024-03-07,2024-10-12,915.0,4.0
P005,TechBridge,I2827,Unknown,TechBridge,Analytics,586,Pending,Nigeria,2024-04-13,2025-08-29,195.0,5.0
P003,InfinitX,I2828,Laura James,InfinitX,Web Dev,1268,Pending,Nigeria,2025-06-24,2025-12-07,828.0,3.0
P010,InfinitX,I2829,Melissa Robinson,InfinitX,SEO,277,Pending,United Kingdom,2025-02-22,2025-05-25,482.5,3.0
P003,CloudSoft,I2830,Caroline Chambers,CloudSoft,Branding,286,Pending,United States,2024-09-12,2025-06-23,893.0,3.0
P003,Nova Systems,I2831,Deanna Mcdonald,Nova Systems,Branding,621,Failed,United States,2023-12-10,2025-04-15,482.5,2.0
P008,TechBridge,I2832,Teresa Ortiz,TechBridge,Branding,803,Failed,Nigeria,2024-11-16,2025-08-30,1027.0,5.0
P003,DataCore,I2833,Ronnie Walker,DataCore,Branding,1090,Failed,Germany,2024-04-11,2025-06-16,297.0,2.0
P008,InfinitX,I2834,John Rodriguez,InfinitX,Masterclass,610,Failed,United States,2024-11-24,2025-03-02,996.0,3.0
P006,DataCore,I2835,Jacob Osborn,DataCore,Analytics,919,Paid,United Kingdom,2025-03-18,2025-10-19,54.0,2.0
P010,Alpha Tech,I2836,Steven Charles,Alpha Tech,Web Dev,1013,Paid,Nigeria,2023-12-13,2025-07-07,482.5,3.0
P007,Green Energy,I2837,Peter Hendricks,Green Energy,Branding,1890,Paid,Germany,2024-11-28,2025-09-12,482.5,3.0
P006,DataCore,I2838,Alexander Burton,DataCore,Masterclass,1451,Pending,United States,2025-03-17,2025-10-22,49.0,5.0
P001,Betta Ltd.,I2839,Samantha Mooney,Betta Ltd.,Social Media,1498,Pending,Nigeria,2023-10-05,2025-02-13,851.0,5.0
P005,Betta Ltd.,I2840,Kimberly French,Betta Ltd.,Cloud Migration,1604,Failed,Canada,2024-03-22,2025-03-30,482.5,4.0
P008,Nova Systems,I2841,Traci Spence,Nova Systems,Social Media,1363,Paid,United Kingdom,2025-09-16,2025-12-11,42.0,1.0
P007,Alpha Tech,I2842,Michael Farmer,Alpha Tech,Analytics,1727,Pending,United States,2024-08-18,2024-12-19,757.0,5.0
P007,EcoTrans,I2843,Jessica Jackson,EcoTrans,Analytics,1994,Pending,Nigeria,2025-03-30,2025-05-18,747.0,2.0
P009,TechBridge,I2844,Justin Ford,TechBridge,Branding,1960,Paid,Nigeria,2023-11-21,2023-12-19,1027.0,1.0
P008,Skyline Inc.,I2845,Donna Brandt,Skyline Inc.,SEO,593,Pending,Nigeria,2024-06-23,2025-09-07,482.5,5.0
P003,Betta Ltd.,I2846,Jesse Harper,Betta Ltd.,Masterclass,1356,Failed,Canada,2023-11-17,2025-10-08,235.0,3.0
P009,Skyline Inc.,I2847,Peter Ramirez,Skyline Inc.,SEO,293,Paid,United Kingdom,2025-03-26,2025-05-23,878.0,1.0
P001,TechBridge,I2848,Travis Thornton,TechBridge,SEO,1868,Failed,Canada,2024-02-25,2025-10-28,1058.0,1.0
P003,TechBridge,I2849,Dan Rogers,TechBridge,SEO,426,Paid,United States,2024-07-10,2024-10-05,482.5,5.0
P001,TechBridge,I2850,Erin Taylor,TechBridge,Cloud Migration,1830,Failed,Nigeria,2025-03-01,2025-11-27,482.5,5.0
P009,CloudSoft,I2851,Sherry Tucker,CloudSoft,Web Dev,1795,Pending,Canada,2024-07-03,2025-08-11,672.0,4.0
P004,Betta Ltd.,I2852,Unknown,Betta Ltd.,Growth Strategy,862,Pending,Nigeria,2024-07-12,2024-11-25,693.0,2.0
P005,Betta Ltd.,I2853,James Reyes,Betta Ltd.,SEO,331,Paid,Nigeria,2024-03-02,2024-12-04,482.5,5.0
P004,InfinitX,I2854,Wayne Morgan,InfinitX,Cloud Migration,1351,Pending,Germany,2024-06-26,2025-07-24,172.0,3.0
P009,Betta Ltd.,I2855,Holly Valencia,Betta Ltd.,Cloud Migration,1207,Paid,Canada,2024-09-03,2025-06-13,362.0,5.0
P008,Alpha Tech,I2856,Jamie Schwartz,Alpha Tech,Growth Strategy,369,Pending,Germany,2023-11-21,2024-12-23,320.0,5.0
P004,Nova Systems,I2857,Gerald Monroe,Nova Systems,SEO,1768,Paid,Canada,2024-05-26,2024-09-25,676.0,2.0
P002,Nova Systems,I2858,Deborah Leblanc,Nova Systems,Cloud Migration,149,Failed,Nigeria,2025-07-31,2025-09-09,482.5,4.0
P004,Skyline Inc.,I2859,Eric Elliott,Skyline Inc.,Analytics,112,Pending,United Kingdom,2024-02-16,2024-10-19,686.0,5.0
P006,Alpha Tech,I2860,Christopher Porter,Alpha Tech,Analytics,1378,Paid,United States,2024-07-24,2024-09-09,427.0,3.0
P006,InfinitX,I2861,Amber Sanchez,InfinitX,Social Media,222,Failed,United States,2024-01-11,2025-05-03,698.0,3.0
P006,Betta Ltd.,I2862,Cynthia Perez,Betta Ltd.,Masterclass,1933,Failed,Germany,2024-04-20,2025-03-04,482.5,2.0
P006,DataCore,I2863,Charles Mitchell,DataCore,Masterclass,1186,Failed,Germany,2025-02-12,2025-09-02,308.0,3.0
P003,Green Energy,I2864,John Hayes,Green Energy,Branding,1984,Failed,Nigeria,2025-08-16,2025-11-01,482.5,2.0
P009,InfinitX,I2865,Sean Gallagher,InfinitX,Web Dev,1154,Pending,United Kingdom,2023-10-12,2024-12-15,85.0,2.0
P010,Green Energy,I2866,Jessica Townsend,Green Energy,Cloud Migration,555,Paid,Germany,2025-01-14,2025-01-25,1196.0,3.0
P004,TechBridge,I2867,Frank Gardner,TechBridge,Masterclass,1283,Failed,Nigeria,2023-11-08,2024-05-30,482.5,1.0
P006,Green Energy,I2868,Miranda Oconnor,Green Energy,Masterclass,948,Failed,Canada,2024-09-26,2025-03-19,375.0,5.0
P005,Nova Systems,I2869,Krista Barber,Nova Systems,Analytics,1973,Pending,United States,2024-11-22,2025-10-30,482.5,2.0
P009,TechBridge,I2870,Unknown,TechBridge,Web Dev,822,Pending,United States,2024-02-21,2025-06-12,1106.0,3.0
P010,Nova Systems,I2871,Beth Bowen,Nova Systems,Social Media,1009,Pending,United Kingdom,2024-11-04,2025-12-02,848.0,2.0
P008,Alpha Tech,I2872,Jennifer Butler,Alpha Tech,SEO,293,Pending,United Kingdom,2024-02-28,2024-03-28,830.0,3.0
P001,EcoTrans,I2873,Kelsey Steele,EcoTrans,Social Media,552,Failed,Canada,2025-04-29,2025-06-10,482.5,5.0
P006,DataCore,I2874,Stuart Mccarthy,DataCore,Growth Strategy,1808,Paid,United States,2023-09-21,2025-09-18,482.5,1.0
P002,Green Energy,I2875,Christine Harrell,Green Energy,Analytics,125,Failed,Nigeria,2024-03-08,2024-12-12,50.0,3.0
P005,EcoTrans,I2876,Austin Harmon,EcoTrans,Cloud Migration,1010,Pending,Canada,2024-02-12,2025-11-21,482.5,3.0
P007,Alpha Tech,I2877,Mrs. Melissa Anderson,Alpha Tech,Analytics,349,Paid,Canada,2025-02-26,2025-02-26,330.0,5.0
P009,Nova Systems,I2878,Tyler Smith,Nova Systems,Analytics,1662,Pending,Nigeria,2024-11-26,2025-12-15,118.0,5.0
P003,Nova Systems,I2879,Renee Oconnor,Nova Systems,Analytics,1719,Failed,Germany,2025-04-19,2025-08-13,482.5,1.0
P004,Nova Systems,I2880,William Perry,Nova Systems,Masterclass,1986,Pending,Nigeria,2025-03-30,2025-07-10,482.5,5.0
P004,EcoTrans,I2881,Laura Garcia,EcoTrans,Branding,546,Pending,Nigeria,2025-01-29,2025-02-03,482.5,2.0
P003,EcoTrans,I2882,Crystal Parker,EcoTrans,Web Dev,906,Failed,Germany,2025-02-11,2025-10-31,617.0,2.0
P003,InfinitX,I2883,Gregory Shelton,InfinitX,Masterclass,942,Pending,United Kingdom,2024-05-21,2024-06-24,1074.0,1.0
P005,CloudSoft,I2884,Taylor Mccormick,CloudSoft,Growth Strategy,544,Failed,Nigeria,2023-10-16,2024-11-08,1027.0,5.0
P002,CloudSoft,I2885,William Morrison,CloudSoft,Masterclass,1265,Pending,United States,2024-08-23,2024-11-01,844.0,3.0
P004,Betta Ltd.,I2886,Unknown,Betta Ltd.,Growth Strategy,1189,Paid,Nigeria,2024-03-21,2024-08-13,160.0,2.0
P005,TechBridge,I2887,Tyler Kelly,TechBridge,Branding,518,Failed,Nigeria,2024-10-05,2025-05-02,158.0,1.0
P010,Nova Systems,I2888,Taylor Morrow,Nova Systems,Masterclass,1867,Failed,Germany,2024-05-19,2025-03-04,416.0,3.0
P009,InfinitX,I2889,Unknown,InfinitX,Growth Strategy,1435,Pending,Nigeria,2025-05-05,2025-07-28,453.0,4.0
P008,EcoTrans,I2890,Joyce Johnson,EcoTrans,Branding,1588,Paid,Nigeria,2024-12-13,2025-04-01,482.5,2.0
P006,Nova Systems,I2891,Donna Cooper,Nova Systems,Masterclass,1603,Paid,Nigeria,2025-07-11,2025-10-14,891.0,5.0
P010,DataCore,I2892,Denise Massey,DataCore,SEO,1775,Pending,Nigeria,2024-12-04,2024-12-13,1015.0,2.0
P007,EcoTrans,I2893,Kim Cook,EcoTrans,Growth Strategy,1157,Failed,Canada,2024-04-18,2025-08-12,277.0,3.0
P010,Green Energy,I2894,Ruben Burton,Green Energy,Web Dev,1093,Failed,United States,2024-05-24,2024-11-28,482.5,3.0
P004,Alpha Tech,I2895,Ricardo Rice,Alpha Tech,Growth Strategy,1383,Paid,Nigeria,2023-10-07,2025-09-02,482.5,5.0
P008,TechBridge,I2896,Holly Cook,TechBridge,Masterclass,970,Failed,Canada,2024-06-10,2025-04-05,1156.0,2.0
P002,InfinitX,I2897,Frank Williams,InfinitX,Growth Strategy,282,Pending,United Kingdom,2025-05-18,2025-10-23,482.5,5.0
P002,Green Energy,I2898,Alejandra Mckay,Green Energy,SEO,1999,Paid,United Kingdom,2024-12-29,2025-09-10,462.0,3.0
P006,CloudSoft,I2899,Unknown,CloudSoft,Web Dev,1650,Failed,United Kingdom,2024-10-18,2025-12-13,474.0,3.0
P002,Nova Systems,I2900,Emily Rasmussen,Nova Systems,Cloud Migration,1731,Pending,Canada,2025-02-04,2025-08-25,33.0,5.0
P004,Betta Ltd.,I2901,Shane Long,Betta Ltd.,Web Dev,466,Failed,Nigeria,2023-10-09,2025-07-02,794.0,4.0
P010,Alpha Tech,I2902,Christy Wilson,Alpha Tech,Cloud Migration,698,Pending,Canada,2024-05-19,2024-06-17,482.5,2.0
